Message,Category
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam
You are gorgeous! keep those pix cumming :) thank you!,ham
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,ham
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,spam
My uncles in Atlanta. Wish you guys a great semester.,ham
I think the other two still need to get cash but we can def be ready by 9,ham
Just normal only here :),ham
That seems unnecessarily hostile,ham
"Sorry that took so long, omw now",ham
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham
Its going good...no problem..but still need little experience to understand american customer voice...,ham
5 nights...We nt staying at port step liao...Too ex,ham
Dai what this da.. Can i send my resume to this id.,ham
"We're all getting worried over here, derek and taylor have already assumed the worst",ham
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ham
Can't take any major roles in community outreach. You rock mel,ham
Ü give me some time to walk there.,ham
i thought we were doing a king of the hill thing there.,ham
The wine is flowing and i'm i have nevering..,ham
So what u doing today?,ham
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham
Sent me ur email id soon,ham
Well done and ! luv ya all,ham
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),ham
I'm serious. You are in the money base,ham
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham
I'll meet you in the lobby,ham
"Nothing really, just making sure everybody's up to speed",ham
Yes we are chatting too.,ham
"Ok., is any problem to u frm him? Wats matter?",ham
No need for the drug anymore.,ham
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
Oh ya ya. I remember da. .,ham
"Not yet chikku..going to room nw, i'm in bus..",ham
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",ham
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam
But i'll b going 2 sch on mon. My sis need 2 take smth.,ham
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
Send me your id and password,ham
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham
K...k...yesterday i was in cbe .,ham
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,spam
K..k:)how much does it cost?,ham
"That's what I love to hear :V see you sundayish, then",ham
That's one of the issues but california is okay. No snow so its manageable,ham
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham
You best watch what you say cause I get drunk as a motherfucker,ham
Will be office around 4 pm. Now i am going hospital.,ham
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham
And do you have any one that can teach me how to ship cars.,ham
U attend ur driving lesson how many times a wk n which day?,ham
It means u could not keep ur words.,ham
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ham
Annoying isn't it.,ham
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",ham
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,ham
Yar else i'll thk of all sorts of funny things.,ham
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam
Jus finish watching tv... U?,ham
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
Yo! Howz u? girls never rang after india. L,ham
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,ham
"Wait, do you know if wesleys in town? I bet she does hella drugs!",ham
I keep ten rs in my shelf:) buy two egg.,ham
You flippin your shit yet?,ham
Having lunch:)you are not in online?why?,ham
Where in abj are you serving. Are you staying with dad or alone.,ham
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",spam
Omg how did u know what I ate?,ham
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",ham
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,ham
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,ham
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam
Check with nuerologist.,ham
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam
"Yo, you around? Just got my car back",ham
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam
Aight what time you want me to come up?,ham
my ex-wife was not able to have kids. Do you want kids one day?,ham
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,spam
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam
Not..tel software name..,ham
No that just means you have a fat head,ham
Mm umma ask vava also to come tell him can play later together,ham
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,spam
"Ok da, i already planned. I wil pick you.",ham
network operator. The service is free. For T & C's visit 80488.biz,spam
Did u download the fring app?,ham
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham
Please attend the phone:),ham
You could have seen me..i did't recognise you Face.:),ham
I‘m going to try for 2 months ha ha only joking,ham
Are you there in room.,ham
Sat right? Okay thanks...,ham
I'm not. She lip synced with shangela.,ham
Ok...,ham
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",spam
Did you see that film:),ham
Yar lor... How u noe? U used dat route too?,ham
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam
"And that's fine, I got enough bud to last most of the night at least",ham
No one interested. May be some business plan.,ham
You getting back any time soon?,ham
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham
Its a part of checking IQ,ham
"Haha just kidding, papa needs drugs",ham
I've reached already.,ham
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ham
Lol great now im getting hungry.,ham
"Haha yeah, 2 oz is kind of a shitload",ham
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",ham
Are you planning to come chennai?,ham
"Wat time liao, where still got.",ham
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",spam
"Its ok chikku, and its my 1 of favourite song..:-)",ham
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam
That one week leave i put know that time. Why.,ham
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham
"Just looked it up and addie goes back Monday, sucks to be her",ham
