,Message,Category,Predicted
1075,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",spam,spam
1076,Omg how did u know what I ate?,ham,ham
1077,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam,spam
1078,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",ham,ham
1079,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,ham,ham
1080,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,ham,ham
1081,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam,spam
1082,Check with nuerologist.,ham,ham
1083,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,spam
1084,"Yo, you around? Just got my car back",ham,ham
1085,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,spam
1086,Aight what time you want me to come up?,ham,ham
1087,my ex-wife was not able to have kids. Do you want kids one day?,ham,ham
1088,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,spam,spam
1089,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham,ham
1090,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam,spam
1091,Not..tel software name..,ham,ham
1092,No that just means you have a fat head,ham,ham
1093,Mm umma ask vava also to come tell him can play later together,ham,ham
1094,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam,spam
1095,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,spam,spam
1096,"Ok da, i already planned. I wil pick you.",ham,ham
1097,network operator. The service is free. For T & C's visit 80488.biz,spam,spam
1098,Did u download the fring app?,ham,ham
1099,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham,ham
1100,Please attend the phone:),ham,ham
1101,You could have seen me..i did't recognise you Face.:),ham,ham
1102,I‘m going to try for 2 months ha ha only joking,ham,ham
1103,Are you there in room.,ham,ham
1104,Sat right? Okay thanks...,ham,ham
1105,I'm not. She lip synced with shangela.,ham,ham
1106,Ok...,ham,ham
1107,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam,spam
1108,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",spam,spam
1109,Did you see that film:),ham,ham
1110,Yar lor... How u noe? U used dat route too?,ham,ham
1111,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam,spam
1112,"And that's fine, I got enough bud to last most of the night at least",ham,ham
1113,No one interested. May be some business plan.,ham,ham
1114,You getting back any time soon?,ham,ham
1115,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham,ham
1116,Its a part of checking IQ,ham,ham
1117,"Haha just kidding, papa needs drugs",ham,ham
1118,I've reached already.,ham,ham
1119,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham,ham
1120,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,spam
1121,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ham,ham
1122,Lol great now im getting hungry.,ham,ham
1123,"Haha yeah, 2 oz is kind of a shitload",ham,ham
1124,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",ham,ham
1125,Are you planning to come chennai?,ham,ham
1126,"Wat time liao, where still got.",ham,ham
1127,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",spam,spam
1128,"Its ok chikku, and its my 1 of favourite song..:-)",ham,ham
1129,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam,spam
1130,That one week leave i put know that time. Why.,ham,ham
1131,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham,ham
1132,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham,ham
1133,"Just looked it up and addie goes back Monday, sucks to be her",ham,ham
1134,No current and food here. I am alone also,ham,ham
1135,No she didnt. I will search online and let you know.,ham,ham
1136,K:)k:)good:)study well.,ham,ham
1137,Are you not around or just still asleep? :V,ham,ham
1138,Heehee that was so funny tho,ham,ham
1139,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam,spam
1140,Ofcourse I also upload some songs,ham,ham
1141,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam,spam
1142,Water logging in desert. Geoenvironmental implications.,ham,ham
1143,Hope you are not scared!,ham,ham
1144,Hi my email address has changed now it is,ham,ham
1145,When you are big..| God will bring success.,ham,ham
1146,Dunno y u ask me.,ham,ham
1147,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",ham,ham
1148,"Sorry, I'll call later",ham,ham
1149,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,spam,spam
1150,Dont gimme that lip caveboy,ham,ham
1151,No message..no responce..what happend?,ham,ham
1152,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham,ham
1153,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,ham,ham
1154,"Aight fuck it, I'll get it later",ham,ham
1155,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham,ham
1156,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,ham
1157,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",ham,ham
1158,Did u fix the teeth?if not do it asap.ok take care.,ham,ham
1159,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam,spam
1160,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,ham
1161,Going for dinner.msg you after.,ham,ham
1162,Howz that persons story,ham,ham
1163,am up to my eyes in philosophy,ham,ham
1164,Havent still waitin as usual... Ü come back sch oredi?,ham,ham
1165,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",ham,ham
1166,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,spam
1167,"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham,ham
1168,"I know where the  &lt;#&gt;  is, I'll be there around 5",ham,ham
1169,Ü thk of wat to eat tonight.,ham,ham
1170,I donno its in your genes or something,ham,ham
1171,Just taste fish curry :-P,ham,ham
1172,Also andros ice etc etc,ham,ham
1173,Rats. Hey did u ever vote for the next themes?,ham,ham
1174,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham,ham
1175,What's a feathery bowa? Is that something guys have that I don't know about?,ham,ham
1176,Will you be here for food,ham,ham
1177,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham,ham
1178,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham,ham
1179,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham,ham
1180,How much are we getting?,ham,ham
1181,Did u got that persons story,ham,ham
1182,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,ham,ham
1183,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",ham,ham
1184,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,ham,ham
1185,Hey are you angry with me. Reply me dr.,ham,ham
1186,Well its not like you actually called someone a punto. That woulda been worse.,ham,ham
1187,It is only yesterday true true.,ham,ham
1188,Oh just getting even with u.... u?,ham,ham
1189,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,ham,ham
1190,I have a rather prominent bite mark on my right cheek,ham,ham
1191,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam,spam
1192,"Alright, see you in a bit",ham,ham
1193,Sorry for the delay. Yes masters,ham,ham
1194,Hi da:)how is the todays class?,ham,ham
1195,I'm ok. Will do my part tomorrow,ham,ham
1196,I gotta collect da car at 6 lei.,ham,ham
1197,Wah lucky man... Then can save money... Hee...,ham,ham
1198,I dont want to hear philosophy. Just say what happen,ham,ham
1199,Pls accept me for one day. Or am begging you change the number.,ham,ham
1200,"Pls send me a comprehensive mail about who i'm paying, when and how much.",ham,ham
1201,Send to someone else :-),ham,ham
1202,Ya srsly better than yi tho,ham,ham
1203,But i'm really really broke oh. No amount is too small even  &lt;#&gt;,ham,ham
1204,And by when you're done I mean now,ham,ham
1205,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham,ham
1206,"Haha figures, well I found the piece and priscilla's bowl",ham,ham
1207,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,ham
1208,Can ü call me at 10:10 to make sure dat i've woken up...,ham,ham
1209,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,ham
1210,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam,spam
1211,"Yeah why not, is the gang all ready",ham,ham
1212,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",spam,spam
1213,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham,ham
